Id;Name;Name Short;Nick Name;Abbreviation;Nation;Division;Last Division;Reserve Division;Reputation;Year Founded;Cash;Player Budget;Attendance;Min Attendance;Max Attendance;Stadium;Practice Facilities;Foreground Colour 1;Background Colour 1;Trim Colour 1;Foreground Colour 2;Background Colour 2;Trim Colour 2;Foreground Colour 3;Background Colour 3;Trim Colour 3;Favourite Staff 1;Favourite Staff 2;Favourite Staff 3;Disliked Staff 1;Disliked Staff 2;Disliked Staff 3;Rival 1;Rival 2;Rival 3;
77;HC Lugano;Lugano;---;LUG;Switzerland;National League A;National League A;National League A;7000;1941;8000000;8045343;5040;2800;8250;Resega;Resega;White;Black;NHL? Yellow;Black;White;NHL? Yellow;Yellow 3;Yellow 3;Red 1;---;---;---;---;---;---;HC Ambrì-Piotta;HC Davos;ZSC Lions;
78;ZSC Lions;ZSC Lions;---;ZSC;Switzerland;National League A;National League A;National League A;6600;1930;9500000;12279846;9042;5000;10700;Hallenstadion;Hallenstadion;White;Red 1;Blue 2;Red 1;White;Blue 2;Black;White;White;---;---;---;---;---;---;EHC Kloten Flyers;HC Lugano;---;
79;HC Davos;Davos;---;DAV;Switzerland;National League A;National League A;National League A;7000;0;8000000;7290000;4782;2500;7260;Vaillant Arena;Vaillant Arena;Yellow 3;Blue 3;Blue 3;Blue 3;Yellow 3;Yellow 3;Black;White;White;---;---;Dillon Belanger;---;---;---;HC Lugano;---;---;
80;EV Zug;Zug;---;ZUG;Switzerland;National League A;National League A;National League A;6566;0;7000000;6994053;6159;2500;7000;Bossard Arena;Bossard Arena;White;Blue 2;Black;Blue 2;White;Black;Black;White;White;Ziga Jeglic;---;---;---;---;---;HC Ambrì-Piotta;ZSC Lions;---;
81;EHC Kloten Flyers;Kloten;KLO;KLO;Switzerland;National League A;National League A;National League A;6600;0;7000000;7200000;5627;3500;7624;Kolping Arena;Kolping Arena;White;Blue 1;Red 1;Blue 1;White;Red 1;Black;White;White;---;---;---;---;---;---;ZSC Lions;---;---;
82;SC Bern;Bern;---;SCB;Switzerland;National League A;National League A;National League A;6596;1931;9000000;18481647;16344;9000;17131;PostFinance Arena;PostFinance Arena;Red 1;Black;Yellow 1;Black;Yellow 3;Red 1;Black;White;White;---;---;---;---;---;---;SC Langnau Tigers;HC Fribourg-Gottéron;---;
83;Rapperswil-Jona Lakers;Rapperswil;---;RAJ;Switzerland;National League A;National League A;National League A;6251;1945;6200000;6087656;4361;2800;6200;Diners-Club Arena;Diners-Club Arena;Blue 3;Blue 5;White;Blue 3;White;NHL? Cool Gray;Black;White;White;Chaseton Benson;---;---;---;---;---;---;---;---;
84;HC Fribourg-Gottéron;Fribourg;---;FRG;Switzerland;National League A;National League A;National League A;6595;0;6200000;7782123;6570;4000;7433;Patinoire St-Léonard;Patinoire St-Léonard;White;Black;Red 1;Black;White;Blue 5;Black;White;White;---;---;Ondrej Nemec;---;---;---;HC Lausanne;SC Bern;HC Genève-Servette;
85;SC Langnau Tigers;Langnau;---;LAN;Switzerland;National League B;National League A;National League B;5000;1946;7200000;6613158;4800;3000;6500;Ilfishalle;Ilfishalle;Yellow 2;Red 1;Black;Black;Yellow 2;Red 1;Black;White;White;---;---;---;---;---;---;SC Bern;---;---;
86;HC Ambrì-Piotta;Ambrì-Piotta;---;AMP;Switzerland;National League A;National League A;National League A;5767;1937;4300000;6401493;5631;2500;7500;La Valascia;La Valascia;White;Blue 1;Red 1;Blue 1;White;Red 1;Black;White;White;---;---;---;---;---;---;HC Lugano;EV Zug;---;
87;EHC Chur;Chur;---;CHR;Switzerland;Swiss 2nd Div. Group 1;National League B;Swiss 2nd Div. Group 1;2000;0;1500000;1700000;1000;400;3000;Hallenstadion;Hallenstadion;White;Black;Red 1;Red 1;White;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
88;HC La Chaux-de-Fonds;La Chaux-de-Fonds;---;CDF;Switzerland;National League B;National League B;National League B;2500;0;1650000;2000000;1276;450;4000;Mélesez;Mélesez;White;Blue 1;Yellow 1;White;Yellow 1;Blue 1;Black;White;White;---;---;---;---;---;---;HC Lausanne;HC Genève-Servette;---;
89;HKm Zvolen;Zvolen;---;ZVL;Slovakia;Slovakian Extraliga;Slovakian Extraliga;Slovakian Extraliga;5686;1927;1746385;1134000;1975;2000;6390;Zimný stadión Zvolen;Zimný stadión Zvolen;Yellow 1;Blue 2;Red 2;White;Red 1;Blue 2;Black;White;White;---;---;---;---;---;---;HC Slovan Bratislava;HC Kosice;HK Dukla Trencín;
90;HC Slovan Bratislava;Slovan;---;SLO;Slovakia;Kontinental Hockey League;Kontinental Hockey League;KHL Bobrov Division;8381;1921;5373005;15300000;11160;4000;11160;Slovnaft Arena;Slovnaft Arena;Blue 1;White;Red 2;White;Blue 1;Red 2;Black;White;White;---;---;---;---;---;---;HK Dukla Trencín;HC Kosice;HKm Zvolen;
91;HK Dukla Trencín;Trencín;Dukla;TRE;Slovakia;Slovakian Extraliga;Slovakian Extraliga;Slovakian Extraliga;5701;1962;1813554;1172241;2457;2000;6150;Zimný stadión Pavla Demitru;Zimný stadión Pavla Demitru;Red 1;Red 1;Yellow 1;Yellow 1;Yellow 1;Red 1;Black;White;White;---;---;---;---;---;---;HC Slovan Bratislava;HC Kosice;HKm Zvolen;
92;HK AutoFinance Poprad;Poprad;Kamzíci;POP;Slovakia;Slovakian Extraliga;Slovakian Extraliga;Slovakian Extraliga;6049;1929;1477668;1428332;3024;3500;4500;Poprad Aréna;Poprad Aréna;Blue 4;White;Blue 4;White;Blue 4;White;Black;White;White;---;---;---;---;---;---;MHK 32 Liptovský Mikulás;HC Kosice;HK Spisská Nová Ves;
93;HC Kosice;Kosice;Oceliari;KOS;Slovakia;Slovakian Extraliga;Slovakian Extraliga;Slovakian Extraliga;6050;1921;4029690;1730484;5262;5000;8378;Steel Aréna - Kosický stadión L.Trojáka;Steel Aréna - Kosický stadión L.Trojáka;Blue 1;White;Orange 2;White;Blue 1;Orange 2;Black;White;White;---;---;---;---;---;---;HC Slovan Bratislava;HK Dukla Trencín;HKm Zvolen;
94;HK 36 Skalica;Skalica;---;SKA;Slovakia;Slovakian Extraliga;Slovakian Extraliga;Slovakian Extraliga;5247;1936;1235741;860500;1630;1000;4095;MAX Aréna;MAX Aréna;Green 1;Green 1;White;White;White;Green 1;Black;White;White;---;---;---;---;---;---;HK AutoFinance Poprad;HC Slovan Bratislava;HC Dukla Senica;
95;MHK 32 Liptovský Mikulás;L. Mikulás;Liptáci;LMI;Slovakia;First Division;Slovakian Extraliga;Slovakian Extraliga;2000;1932;500000;110000;610;1000;3680;Zimný Stadión Liptovský Mikulás;Zimný Stadión Liptovský Mikulás;White;Blue 3;Red 2;Blue 3;White;Red 2;Black;White;White;---;---;---;---;---;---;HK AutoFinance Poprad;HK Spisská Nová Ves;---;
96;MHC Mountfield Martin;Martin;Mountfield;MAR;Slovakia;Slovakian Extraliga;First Division;Slovakian Extraliga;5300;1932;1477378;856500;1436;2000;4200;Martin Hockey Center;Martin Hockey Center;Blue 4;Blue 4;White;White;White;Blue 4;Black;White;White;---;---;---;---;---;---;MsHK DOXXbet Zilina;HK Nitra;---;
97;Sheffield Steelers;Sheffield;Steelers;SHE;Great Britain;Elite League;Superleague;Elite League;4400;1991;0;1310000;2200;2000;5900;Motorpoint Arena;Motorpoint Arena;NHL? Teal;Black;NHL? Flyers Orange;NHL? Teal;White;NHL? Flyers Orange;Black;White;White;---;---;---;---;---;---;Nottingham Panthers;Manchester Phoenix;---;
98;Cardiff Devils;Cardiff;Devils;CAR;Great Britain;Elite League;Superleague;Elite League;4382;1986;0;1030000;1400;950;3000;Ice Arena Wales;Cardiff Bay Ice Arena;Red 1;Black;White;Red 1;White;Black;Black;White;White;---;---;---;---;---;---;Coventry Blaze;---;---;
99;Bracknell Bees;Bracknell;Bees;BRB;Great Britain;English Premier League;National League;English Premier League;1350;1987;0;165000;1518;827;2500;John Nike Leisuresport Complex;John Nike Leisuresport Complex;Gold;White;Black;Gold;Black;White;Black;White;White;---;---;---;---;---;---;Guildford Flames;Basingstoke Bison;---;
100;London Knights (UK);London Knights (UK);---;LON;---;---;Superleague;---;1;0;0;0;250;75;5522;---;---;Blue 1;White;Grey 1;White;Blue 1;Grey 1;Red 2;White;Grey 1;---;---;---;---;---;---;---;---;---;
101;Belfast Giants;Belfast;Giants;BEL;Great Britain;Elite League;Superleague;Elite League;4400;2000;0;940000;3000;2500;5000;Odyssey Arena;Odyssey Arena;Red 1;Green 3;White;Red 1;White;Green 3;Black;White;White;---;---;---;---;---;---;Coventry Blaze;Nottingham Panthers;---;
102;Nottingham Panthers;Nottingham;Panthers;NOT;Great Britain;Elite League;Superleague;Elite League;4400;1939;0;780000;4500;3300;7100;National Ice Centre;National Ice Centre;Black;Gold;White;Black;White;Gold;Black;White;White;---;---;---;---;---;---;Sheffield Steelers;Coventry Blaze;Belfast Giants;
103;Trenton Titans;Trenton;Titans;TRE;---;---;ECHL;---;3500;1999;0;0;2509;3011;7605;Sun National Bank Center;Sun National Bank Center;Red 1;Black;White;Black;White;Red 1;Grey 3;Red 1;Black;---;---;---;---;---;---;Toledo Walleye;---;---;
104;Roanoke Express;Roanoke;---;ROA;---;---;ECHL;---;4000;0;0;0;4000;1600;8150;Roanoke Civic Center;Roanoke Civic Center;Black;White;Purple 4;Purple 4;Black;White;Black;White;White;---;---;---;---;---;---;---;---;---;
105;Charlotte Checkers;Charlotte;---;CHR;United States;AHL;ECHL;AHL West Division;3500;1993;0;242663;14380;3486;14380;Time Warner Cable Arena;Time Warner Cable Arena;White;NHL? Red;NHL? Black;NHL? Red;White;NHL? Black;Black;White;White;Pieter Michaud;---;---;---;---;---;---;---;---;
106;Peoria Rivermen;Peoria;---;PEO;United States;UHL;AHL;United Hockey League West;5000;1984;0;1429998;4560;3009;9919;Carver Arena;Carver Arena;Red 2;Blue Navy Dark;White;Blue Navy Dark;White;Red 2;Black;White;White;---;---;---;---;---;---;Oklahoma City Barons;Rockford IceHogs;---;
107;Dayton Bombers;Dayton;---;DAY;---;---;ECHL;---;3500;1991;0;0;3394;1748;9950;Ervin J. Nutter Center;Ervin J. Nutter Center;White;Blue Navy;Red 2;Red 2;White;Blue Navy;Black;White;White;---;---;---;---;---;---;---;---;---;
108;Toledo Walleye;Toledo;---;TOL;United States;ECHL;ECHL;ECHL North Division;3500;2009;0;368550;7168;2944;7431;Huntington Center;Huntington Center;Blue Navy Dark;Blue 4;Gold;Blue 4;White;Gold;Red 1;Blue 1;Blue 4;---;---;Darren Swon;---;---;---;Cincinnati Cyclones;Fort Wayne Komets;---;
109;South Carolina Stingrays;South Carolina;---;SC;United States;ECHL;ECHL;ECHL East Division;4985;1993;0;368550;6712;3123;6712;North Charleston Coliseum;North Charleston Coliseum;Red 2;Blue Navy Dark;White;Blue Navy Dark;White;Red 2;Red 1;Red 1;Blue Navy;Nicolas Leblond;---;---;---;---;---;Gwinnett Gladiators;---;---;
110;Florida Everblades;Florida;---;FLA;United States;ECHL;ECHL;ECHL East Division;3987;1998;0;368550;7091;5039;7186;Germain Arena;Germain Arena;Grey 1;Blue 1;Green 1;Blue 1;White;Green 1;White;Green Ducks;Blue 1;---;---;---;---;---;---;---;---;---;
111;Tallahassee Tiger Sharks;Tallahassee;---;TAL;---;---;ECHL;---;1;0;0;0;250;75;5628;---;---;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
112;Louisiana IceGators;Louisiana;---;LOU;United States;UHL;ECHL;United Hockey League West;3664;0;0;216000;2253;1383;5500;Cajundome;Cajundome;White;Green 1;Gold;Green 1;White;Gold;Black;White;White;---;---;---;---;---;---;---;---;---;
113;Jackson Bandits;Jackson;---;JAC;---;---;ECHL;---;1;0;0;0;250;75;5287;---;---;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
114;Mobile Mysticks;Mobile;---;MOB;---;---;ECHL;---;1;0;0;0;250;75;5307;---;---;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
115;New Orleans Brass;New Orleans;---;NEW;---;---;ECHL;---;1;0;0;0;250;75;5521;---;---;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
116;Wheeling Nailers;Wheeling;---;WHL;United States;ECHL;ECHL;ECHL North Division;3849;1988;0;368550;5480;2021;5626;WesBanco Arena;WesBanco Arena;White;Black;Gold Nashville;Black;White;Gold Nashville;Black;Gold Nashville;Red 2;Jourdan Carlson;---;---;---;---;---;---;Reading Royals;---;
117;Arkansas RiverBlades;Arkansas;---;BLA;---;---;ECHL;---;1;0;0;0;250;75;5657;ALLTEL Arena;ALLTEL Arena;Blue 1;White;Red 1;Blue 1;Red 1;Black;Black;White;White;---;---;---;---;---;---;---;---;---;
118;Richmond Renegades;Richmond;---;RMD;---;---;SPHL;---;2500;2006;0;0;1562;625;5295;Richmond Coliseum;Richmond Coliseum;Blue 2;Gold;White;Gold;Blue 2;White;Black;White;White;---;---;---;---;---;---;---;---;---;
119;Augusta Lynx;Augusta;---;AUG;---;---;ECHL;---;3000;1998;0;0;2887;1458;5426;James Brown Arena;James Brown Arena;Blue 3;Black;Grey 1;Blue 2;White;Black;Black;White;White;---;---;---;---;---;---;---;South Carolina Stingrays;Gwinnett Gladiators;
120;Belleville Bulls;Belleville;---;BEL;Canada;OHL;OHL;OHL East;4067;1981;0;48749;4141;3279;4197;Yardmen Arena;Yardmen Arena;Red 1;Black;NHL? Yellow;Red 1;White;NHL? Yellow;Black;White;White;Wojtek Edwards;Sawyer McKay;Todd Graham;---;---;---;Kingston Frontenacs;Peterborough Petes;Oshawa Generals;
121;Ottawa 67s;Ottawa;---;OTT;Canada;OHL;OHL;OHL East;4617;1967;0;48749;9862;3279;9862;TD Place Arena;TD Place Arena;Red 1;Black;White;Red 1;White;Black;Red 1;Black;Grey 3;Eugene Day;Nicolaus Guenther;---;---;---;---;Kingston Frontenacs;Oshawa Generals;Gatineau Olympiques;
122;Peterborough Petes;Peterborough;---;PBO;Canada;OHL;OHL;OHL East;3758;1956;0;48749;3924;3279;4069;Peterborough Memorial Centre;Peterborough Memorial Centre;White;Purple 3;Purple 3;Purple 3;White;White;Black;White;White;Dieter Hamel;Dylan Lavallée;Brad Stapleton;---;---;---;Oshawa Generals;Belleville Bulls;Ottawa 67s;
123;Kingston Frontenacs;Kingston;---;KGN;Canada;OHL;OHL;OHL East;3602;0;0;48749;5329;2511;5380;K-Rock Centre;K-Rock Centre;NHL? Yellow;Black;White;Black;White;NHL? Yellow;Black;White;White;Alex  Poulin;Brandon Archambault;Drake Lemay;---;---;---;Ottawa 67s;Belleville Bulls;---;
124;Oshawa Generals;Oshawa;---;OSH;Canada;OHL;OHL;OHL East;5440;1937;0;48749;6340;3279;6340;GM Centre;GM Centre;Blue 3;Red 1;White;Blue 3;White;Red 1;Black;White;White;---;Terry Philp;Carson Staal;---;---;---;Peterborough Petes;Mississauga Steelheads;Ottawa 67s;
125;Sudbury Wolves;Sudbury;---;SBY;Canada;OHL;OHL;OHL Central;4781;1972;0;48749;5096;3279;5100;Sudbury Community Arena;Sudbury Community Arena;White;Blue 2;Grey 1;Blue 2;White;Grey 1;Black;White;White;Dwyer Vargas;Sherry Strome;Zachary Ménard;---;---;---;Sault Ste. Marie Greyhounds;Barrie Colts;North Bay Battalion;
126;Toronto St. Michael's Majors;St. Michael's;---;STM;---;---;OHL;---;4000;1997;0;0;1085;1600;8838;St. Michael's College Arena;St. Michael's College Arena;Blue 5;Blue Navy;White;Blue 5;White;Blue Navy;Black;White;White;---;---;---;---;---;---;---;North Bay Battalion;Oshawa Generals;
127;North Bay Centennials;North Bay;---;NOR;---;---;OHL;---;1;0;0;0;250;75;5590;---;---;Black;White;White;White;Red 1;White;Black;White;White;---;---;---;---;---;---;---;---;---;
128;Barrie Colts;Barrie;---;BAR;Canada;OHL;OHL;OHL Central;3855;1995;0;48749;4457;3279;4795;Barrie Molson Centre;Barrie Molson Centre;Yellow 2;Blue Navy Dark;Red 1;Blue Navy Dark;White;Red 1;Black;White;White;Roy Lachance;Harlan Drummond;Dean Cavanagh;---;---;---;Mississauga Steelheads;North Bay Battalion;Niagara IceDogs;
129;Mississauga IceDogs;Mississauga;---;MIS;---;---;OHL;---;3500;1998;0;0;2643;1225;6986;Hershey Centre;Hershey Centre;Black;Red 1;White;Red 1;White;Black;Red 1;Black;White;---;---;---;---;---;---;North Bay Battalion;---;Ottawa 67s;
130;Plymouth Whalers;Plymouth;---;PLY;United States;OHL;OHL;OHL West;3866;1990;0;48749;4556;3279;4700;Compuware Sports Arena;Compuware Sports Arena;Green 1;Blue Navy Dark;White;Blue Navy Dark;White;Green 1;Black;White;White;---;Demetrios Chartrand;Gerald Schuller;---;---;---;Saginaw Spirit;Windsor Spitfires;Sarnia Sting;
131;Windsor Spitfires;Windsor;---;WSR;Canada;OHL;OHL;OHL West;5500;1975;0;48749;6500;4151;6500;WFCU Centre;WFCU Centre;Red 2;Blue Navy Dark;White;Blue Navy Dark;White;Red 2;Black;White;White;Jordie Clarke;Larry Baker;Jagger Reeve;---;---;---;London Knights;Plymouth Whalers;Sarnia Sting;
132;Sarnia Sting;Sarnia;---;SAR;Canada;OHL;OHL;OHL West;4428;1995;0;48749;5603;2511;5700;RBC Centre;RBC Centre;Yellow 2;Black;NHL? Silver Flat;Yellow 2;White;Black;Black;White;White;Christophe Sneath;Marc-Etienne Lambert;Lukasz Cipparone;---;---;---;London Knights;Plymouth Whalers;Windsor Spitfires;
133;London Knights;London;---;LON;Canada;OHL;OHL;OHL Midwest;3603;1965;0;48749;9593;4151;9980;Budweiser Gardens;Budweiser Gardens;White;Green 2;Gold;Gold;White;Green 2;Black;White;White;Wren Wack;Karsten Ellams;Eldon Block;Serge Steel;---;---;Kitchener Rangers;Guelph Storm;Windsor Spitfires;
134;Sault Ste. Marie Greyhounds;Sault Ste. Marie;---;SSM;Canada;OHL;OHL;OHL West;3893;1972;0;48749;4808;3279;4808;Essar Centre;Essar Centre;Red 1;Red 1;White;White;White;Red 1;Black;White;White;Harvey Naka;Louis-Philippe Weber;---;---;---;---;Sudbury Wolves;Saginaw Spirit;Windsor Spitfires;
135;Erie Otters;Erie;---;ERI;United States;OHL;OHL;OHL Midwest;4943;1996;0;48749;6700;2511;6700;Erie Insurance Arena;Erie Insurance Arena;Red 1;Blue Navy Dark;Yellow 2;Red 1;White;Yellow 2;Black;White;White;Brooks Ausmus;Real Morrissey;Bryson Peterson;---;---;---;London Knights;Kitchener Rangers;Plymouth Whalers;
136;Guelph Storm;Guelph;---;GUE;Canada;OHL;OHL;OHL Midwest;4946;1991;0;48749;4753;3279;5066;Sleeman Centre;Sleeman Centre;White;Purple 3;Black;Purple 3;White;Black;Black;White;White;Liam Dupont;Jackson Elliot;Damien McCain;---;---;---;Kitchener Rangers;London Knights;Owen Sound Attack;
137;North Bay Battalion;North Bay;---;NB;Canada;OHL;OHL;OHL Central;5011;1998;0;48749;4705;3279;5126;North Bay Memorial Gardens;North Bay Memorial Gardens;Black;Olive;Yellow 1;Olive;White;Black;Black;White;White;David Levin;Doug Cowen;Jamie Carrick;---;---;---;Mississauga Steelheads;Niagara IceDogs;---;
138;Owen Sound Attack;Owen Sound;---;OWE;Canada;OHL;OHL;OHL Midwest;4155;1989;0;48749;3487;2511;3500;Bayshore Community Centre;Bayshore Community Centre;Black;Red 1;White;Black;White;Red 1;Black;White;White;Taran Gervais;Bud Hawes;Raina Pronovost;---;---;---;Guelph Storm;Barrie Colts;Kitchener Rangers;
139;Kitchener Rangers;Kitchener;---;KIT;Canada;OHL;OHL;OHL Midwest;4236;0;0;48749;7759;4151;7777;Kitchener Memorial Auditorium;Kitchener Memorial Auditorium;Red 1;NHL? Rangers Blue;White;Red 1;White;NHL? Rangers Blue;Black;White;White;Dale Haché;Colin Commisso;Christian Miller;Otto Heikkilä;---;---;London Knights;Guelph Storm;Owen Sound Attack;
140;Swift Current Broncos;Swift Current;Broncs;SC;Canada;WHL;WHL;WHL Central;4779;1987;0;48749;3000;1500;3000;Credit Union iPlex;Credit Union iPlex;NHL? Green 2;NHL? Bolts Blue;White;NHL? Bolts Blue;White;NHL? Green 2;Black;White;White;Alexander Nicholson;Dallyn Mazzei;Russell Kingfisher;---;---;---;Medicine Hat Tigers;Lethbridge Hurricanes;---;
141;Regina Pats;Regina;---;REG;Canada;WHL;WHL;WHL East;4292;1917;0;48749;6083;3200;6140;Brandt Centre;Brandt Centre;Red 1;Blue 2;White;Blue 2;White;Red 1;Blue 1;Red 1;White;Gerome Duhamel;Chuckie Labelle;Cedric Marchese;---;---;---;Brandon Wheat Kings;Moose Jaw Warriors;---;
142;Moose Jaw Warriors;Moose Jaw;Tribe;MJW;Canada;WHL;WHL;WHL East;5039;1985;0;48749;4648;1500;4807;Mosaic Place;Mosaic Place;Red 1;Black;White;Red 1;White;Black;Black;White;White;Braden Reaney;Jean-François Cumiskey;---;---;---;---;Prince Albert Raiders;Regina Pats;---;
143;Brandon Wheat Kings;Brandon;Wheaties;BRN;Canada;WHL;WHL;WHL East;4074;1968;0;48749;5002;2400;5102;Westman Communications Group Place;Westman Communications Group Place;Gold;Black;White;Gold;White;Black;Black;White;White;Ryan Marchant;Slater LeGros;Gordie Pitton;---;---;---;Moose Jaw Warriors;Regina Pats;Prince Albert Raiders;
144;Saskatoon Blades;Saskatoon;---;SAS;Canada;WHL;WHL;WHL East;4009;1964;0;48749;9000;2500;9000;Credit Union Centre;Credit Union Centre;Blue 4;Blue Navy Dark;White;Blue Navy Dark;White;Blue 4;Blue 5;Blue Navy;White;Gilbert Piché;---;---;---;---;---;Regina Pats;Brandon Wheat Kings;Prince Albert Raiders;
145;Prince Albert Raiders;Prince Albert;---;PA;Canada;WHL;WHL;WHL East;4917;1983;0;48749;3542;1500;3542;Art Hauser Centre;Art Hauser Centre;Black;Green 2;Gold;Green 2;White;Black;Black;White;White;Matt Ketchum;Joffrey Schneider;Marc Karasiuk;---;---;---;Moose Jaw Warriors;Regina Pats;Brandon Wheat Kings;
146;Red Deer Rebels;Red Deer;Rebs;RDR;Canada;WHL;WHL;WHL Central;3786;1993;0;48749;5872;3500;6051;ENMAX Centrium;ENMAX Centrium;Red 3;Black;White;Red 3;White;Black;White;Purple 1;Purple 1;Jass Leslie;Chad Thomson;Ossi Nousiainen;---;---;---;Calgary Hitmen;Medicine Hat Tigers;---;
147;Kootenay Ice;Kootenay;---;KTN;Canada;WHL;WHL;WHL Central;3633;1997;0;48749;4240;3000;4264;Western Financial Place;Western Financial Place;NHL? St. Louis Blue;Black;NHL? Gold Flat;NHL? St. Louis Blue;White;NHL? Gold Flat;Black;White;White;Matthew Lauzon;Payton Burt;Eli Gervais;---;---;---;Medicine Hat Tigers;Kamloops Blazers;---;
148;Calgary Hitmen;Calgary;---;CGY;Canada;WHL;WHL;WHL Central;4671;1996;0;48749;11000;3000;11000;Scotiabank Saddledome;Scotiabank Saddledome;Red 1;Black;Gold Nashville;Black;White;Red 1;Black;NHL? Silver Flat;Red 1;Donnie Murphy;Luciano MacGregor;Emanuel Brockman;---;---;---;Red Deer Rebels;Kootenay Ice;Edmonton Oil Kings;
149;Lethbridge Hurricanes;Lethbridge;Canes;LET;Canada;WHL;WHL;WHL Central;5280;1988;0;48749;5024;2700;5024;ENMAX Centre;ENMAX Centre;Blue Navy Dark;Red 2;White;Red 2;White;Blue Navy Dark;Black;White;White;Hank Deck;Jean-Pierre Labrie;Marc-Olivier Sorensen;---;---;---;Red Deer Rebels;Calgary Hitmen;---;
150;Medicine Hat Tigers;Medicine Hat;---;MH;Canada;WHL;WHL;WHL East;4622;1970;0;48749;4406;2000;4406;Medicine Hat Arena;Medicine Hat Arena;NHL? Islanders Orange;Black;White;NHL? Islanders Orange;White;Black;Black;NHL? Islanders Orange;White;George Higgins;Calder Sutter;Eduard Hrtús;---;---;---;Red Deer Rebels;Swift Current Broncos;Kootenay Ice;
151;Kelowna Rockets;Kelowna;---;KEL;Canada;WHL;WHL;WHL BC.;3960;1991;0;48749;6407;4000;6500;Prospera Place;Prospera Place;Cyan 1;Black;NHL? Red;Cyan 1;White;NHL? Red;Cyan 1;NHL? Red;White;Patrik Strapác;---;---;---;---;---;Kamloops Blazers;Vancouver Giants;---;
152;Portland Winterhawks;Portland;Hawks;POR;United States;WHL;WHL;WHL US;3977;1976;0;48749;10200;5000;10200;Moda Center;Moda Center;White;NHL? Red;Black;NHL? Red;White;Black;Black;White;White;Tyrell Clark;---;Joshua Coles;---;---;---;Seattle Thunderbirds;Spokane Chiefs;---;
153;Kamloops Blazers;Kamloops;---;KAM;Canada;WHL;WHL;WHL BC.;3707;1981;0;48749;5530;4500;6009;Interior Savings Centre;Interior Savings Centre;NHL? Flyers Orange;Blue 2;White;NHL? Flyers Orange;White;Blue 2;Black;White;White;Devante Fortin;Krys Fleury;Yan Dickie;---;---;---;Kelowna Rockets;Kootenay Ice;Vancouver Giants;
